Artist,Album,ReleaseDate,SongName,TrackNumber,Lyrics
blink-182,blink-182,11/18/03,Stockholm Syndrome Interlude,5,"My dearest, I've missed you very, very much since that last night we were together and will hold that night especially in my memories for years to come. I've been turning it over and over in my mind lately. I've read your letter through at least four times, and will probably read it more times before I'm through. I've been sitting here, looking at your picture, and getting more homesick every minute. I've wanted that picture more than anything else I know of except, of course, you yourself. I keep thinking of you, darling, keep wishing I could be home with you. I want to leave in the worse possible way so I can come home to see you, but things don't look so good in that subject. This war has spoiled a lot of things for everyone, I guess. I've never been so lonesome in my life as I am right now. I'm completely lost without you, darling. I never realized I could miss any one person so much. I just hope it won't be too much longer until I'm able to be with you again and live a sane and normal life."
blink-182,blink-182,11/18/03,Stockholm Syndrome,6,"This is the first thing I remember
Now it's the last thing left on my mind
Afraid of the dark; do you hear me whisper?
An empty heart; replaced with paranoia
Where do we go? life's temporary
After we're gone; like New Year's resolutions
Why is this hard? Do you recognize me?
I know I'm wrong but I can't help believing

I'm so lost, I'm barely here
I wish I could explain myself, but words escape me
It's too late to save me
You're too late, you're too late

You're cold with disappointment while I'm drowning in the next room
The last contagious victim of this plague between us
I'm sick with apprehension, I'm crippled from exhaustion
And I dread the moment when you finally come to kill me

This is the first thing I remember
Now it's the last thing left on my mind
Afraid of the dark; do you hear me whisper?
An empty heart; replaced with paranoia
Where do we go? life's temporary
After we're gone; like New Year's resolutions
Why is this hard? Do you recognize me?
I know I'm wrong but I can't help believing"
blink-182,blink-182,11/18/03,Down,7,"The drops of rain, they fall all over
This awkward silence makes me crazy
The glow inside burns light upon her
I'll try to kiss you if you let me
This can't be the end

Tidal waves, they rip right through me
Tears from eyes worn cold and sad
Pick me up now, I need you so bad

Down, down, down, down
Down, down, down, down
Down, down, down, down
Down, down, down, down, it gets me so
Down, down, down, down
Down, down, down, down
Down, down, down, down
Down, down, down, down, it gets me so

Your vows of silence fall all over
The look in your eyes makes me crazy
I feel the darkness break upon her
I'll take you over if you let me
You did this

Tidal waves, they rip right through me
Tears from eyes worn cold and sad
Pick me up now, I need you so bad

Down, down, down, down
Down, down, down, down
Down, down, down, down
Down, down, down, down, it gets me so
Down, down, down, down
Down, down, down, down
Down, down, down, down
Down, down, down, down, it gets me so"
blink-182,blink-182,11/18/03,The Fallen Interlude,8,"Down, down, down, pick me up, I'm falling
Down, down, down, pick me up, I'm falling
Down, down, down, pick me up, I'm falling
Down, down, down, pick me up, I'm falling"
blink-182,blink-182,11/18/03,Go,9,"Are we all victims of opportunity
Locked outside the door back in '83
I heard the angry voice of the man inside
And saw the look of fear in my mother's eyes

Go! Go! Go! Go!
Go! Go! Go! Go! I don't wanna know, I don't wanna know

Mom, get in the car and let's drive away
She said, ""I'm sorry, Mark, but there's nowhere to stay""
Gave up all her hope and went back inside
Hid her broken heart and let the engine die

Go! Go! Go! Go!
Go! Go! Go! Go! I don't wanna know, I don't wanna know

Why do evil men get away with it?
Can't you see that I'm in a world of shit?
Turn your back on hope and go back inside
Stop my bleeding heart and let the engine die

I don't wanna know, I don't wanna know
I don't wanna know, I don't wanna know

Go! Go! Go! Go! I don't wanna know, I don't wanna know
Go! Go! Go! Go! I don't wanna know, I don't wanna know"
blink-182,blink-182,11/18/03,Asthenia,10,"""Go ahead, Spider. Gumdrop here.""
""Rodger. Do you want the tape off now, also?""
""It doesn't say so. Seems like a good idea, though.""
""Yes. Tape coming off.""
""And Spider, Gumdrop—""
""Okay. We're configuring the CSM now for the—""
""Go ahead, Jim.""
""—LM data, and we want you to go to TELEMETRY LOW.""
""Rodger. We're TELEMETRY LOW.""
""VHF B transmitter to DATA and VHF B receiver OFF.""
""Roger. Got it.""
""Okay. We've already done the antenna checks.""
""Just a second.""
""Spider, this is Houston. Could you give us high bit rate, please?""
""Roger. Houston, Spider. High bit rate. How do you read Houston?""
""I read you five-square, (and Gumdrop, I'm copying you five-by-five)""—

Last night, it came as a picture
With a good reason, a warning sign
This place is void of all passion
If you can imagine, it's easy if you try
Believe me, I failed this effort
I wrote a reminder this wasn't a vision
This time, where are you, Houston?
Is somebody out there? Will somebody listen?

Should I go back, should I go back, should I?
I feel alone and tired
Should I go back, should I go back, should I?
I hope I won't forget you

My head is made up of memories
Most of them useless delusions
This room is bored of rehearsal
And sick of the boundaries, I miss you so much

Should I go back, should I go back, should I?
I feel alone and tired
Should I go back, should I go back, should I?
This time, I don't want to
Should I go back, should I go back, should I?
I feel alone and tired
Should I go back, should I go back, should I?
I hope I won't forget you

Should I go back, should I go back, should I?
I feel alone and tired
Should I go back, should I go back, should I?
This time, I don't want to
Should I go back, should I go back, should I?
I feel alone and tired
Should I go back, should I go back, should I?
I hope I won't forget you"
blink-182,blink-182,11/18/03,Always,11,"I've been here before a few times
And I'm quite aware we're dying
And your hands, they shake with goodbyes
And I'll take you back if you'd have me

So here I am, I'm trying
So here I am, are you ready?

Come on, let me hold you, touch you, feel you, always
Kiss you, taste you, all night, always

And I'll miss your laugh, your smile
I'll admit I'm wrong if you tell me
I'm so sick of fights, I hate them
Let's start this again, for real

So here I am, I'm trying
So here I am, are you ready?
So here I am, I'm trying
So here I am, are you ready?

Come on, let me hold you, touch you, feel you, always
Kiss you, taste you, all night, always
Come on, let me hold you, touch you, feel you, always
Kiss you, taste you, all night, always

I've been here before a few times
And I'm quite aware we're dying

Come on, let me hold you, touch you, feel you, always
Kiss you, taste you, all night, always
Come on, let me hold you, touch you, feel you, always
Kiss you, taste you, all night, always

Always
Always"
blink-182,blink-182,11/18/03,Easy Target,12,"All her signals are getting lost in the ether
(That's what she wanted)
She's a landslide with a city beneath her
(That's what she wanted)
So take a good look, so you'll never forget it
(That's what she wanted)
Take a deep breath, I know I'm gonna regret it
(That's what she wanted)

Holly's looking dry, looking for an easy target
Let her slit my throat, give her ammo if she'll use it
Caution, on the road, lies, lies, and hidden danger
Southern California's breeding Mommy's little monster

She's got a mission, and I'm collateral damage
(That's what she wanted)
She's the flower that you place on my casket
(That's what she wanted)
Savor the moment, 'cause the memory's fleeting
Take a photograph, as the last train is leaving

Holly's looking dry, looking for an easy target
Let her slit my throat, give her ammo if she'll use it
Caution, on the road, lies, lies, and hidden danger
Southern California's breeding Mommy's little monster

Better run, run, run, run, run (Holly, let me out)
Better run, run, run, run, run (Holly, let me out)
Better run, run, run, run, run (Holly, let me out)
Better run, run, run, run, run (Holly, let me out)"
blink-182,blink-182,11/18/03,All of This,13,"With all of this I know now, everything inside of my head
It all just goes to show how nothing I know changes me at all

Again, I wait for this to change instead to tear the world in two
Another night with her, but I'm always wanting you

Use me, Holly, come on and use me
We know where we go
Use me, Holly, come on and use me
We go where we know

With all of this I feel now, everything inside of my heart
It all just seems to be how nothing I feel pulls at me at all

Again, I wait for this to pull apart, to break my time in two
Another night with her, but I'm always wanting you

Use me, Holly, come on and use me
We know where we go
Use me, Holly, come on and use me
We go where we know

She's all I need, she's all I dream, she's all I'm always wanting
She's all I need, she's all I dream, she's all I'm always wanting you

I'm always wanting you
I'm always wanting you

Use me, Holly, come on and use me
We know where we go
Use me, Holly, come on and use me
We go where we know

She's all I need, she's all I dream, she's all I'm always wanting
She's all I need, she's all I dream, she's all I'm always wanting you

Oh, again I wait for this to fill the hole, to shake the sky in two
Another night with her
I'm always wanting you
Another night with her, but I'm always wanting you"
blink-182,blink-182,11/18/03,Here's Your Letter,14,"Cut the skin to the bone, fall asleep all alone
Hear your voice in the dark
Lose myself in your eyes, choke my voice, say good night
As the world falls apart

Fuck, I can't let this kill me, let go
I need some more time to fix this

Here's a letter for you, but the words get confused
And the conversation dies
Apologize for the past, talk some shit, take it back
Are we cursed to this life?

Fuck, I can't let this kill me, let go
I need some more time to fix this problem
I need some more time to fix this problem
I need some more time to fix this

I'm talking to the ceiling, my life just lost all meaning
Do one thing for me tonight, I'm dying in this silence
The last star left in heaven is falling down to earth, and
Do you still feel the same way? Do you still feel the same way?

Fuck, I can't let this kill me, let go
I need some more time to fix this problem
I need some more time to fix this problem
I need some more time to fix this"
blink-182,blink-182,11/18/03,I'm Lost Without You,15,"I swear that I can go on forever again
Please let me know that my one bad day will end
I will go down as your lover, your friend
Give me your lips, and with one kiss, we begin

Are you afraid of bein' alone?
'Cause I am, I'm lost without you
Are you afraid of leavin' tonight?
'Cause I am, I'm lost without you

I'll leave my room open 'til sunrise for you
I'll keep my eyes patiently focused on you
Where are you now? I can hear footsteps, I'm dreaming
And if you will keep me from waking to believe this

Are you afraid of bein' alone?
'Cause I am, I'm lost without you
Are you afraid of leavin' tonight?
'Cause I am, I'm lost without you

Are you afraid of bein' alone?
'Cause I am, I'm lost without you
Are you afraid of leavin' tonight?
'Cause I am, I'm lost without you
Are you afraid of bein' alone?
'Cause I am, I'm lost without you
Are you afraid of leavin' tonight?
'Cause I am, I'm lost without you

(I'm lost without you...) I'm lost without you...
I'm lost without you...
(I'm lost without you...) I'm lost without you...
I'm lost without you...
I'm lost without you...
I'm lost without you..."
blink-182,blink-182,11/18/03,Not Now,16,"Come here, please hold my hand for now
Help me, I'm scared, please show me how to
Fight this, God has a master plan
And I guess I am in his demand
Please save me, this time I cannot run
And I'll see you when this is done
And now I have come to realize
That you are the one who's left behind

Please stay until I'm gone, I'm here, hold on
To me, I'm right here, waiting

I see a light, it feels good
And I'll come back soon just like you would
It's useless, my name has made the list
And I wish I gave you one last kiss

Please stay until I'm gone, I'm here, hold on
To me, I'm right here, waiting
And take my one last breath, and don't forget
That I will be right here, waiting

Please stay until I'm gone, I'm here, hold on
To me, I'm right here, waiting
And take my one last breath, and don't forget
That I will be right here, waiting
Please stay until I'm gone, I'm here, hold on
To me, I'm right here, waiting
And take my one last breath, and don't forget
That I will be right here, waiting..."
blink-182,Take Off Your Pants and Jacket,6/12/01,"Anthem, Pt. 2",1,"Everything has
Fallen to pieces
Earth is dyin'
Help me, Jesus
We need guidance
We've been misled
Young and hostile
But not stupid

Corporate leaders
Politicians
Kids can't vote, a-
Dults elect them
Laws that rule the
School and workplace
Signs that caution
Sixteen's unsafe

Ah, ah
Ah

We really need to
See this through
We never wanted
To be abused
We'll never give up
It's no use
If we're fucked up, you're to blame

Let this train wreck
Burn more slowly
Kids are victims
In this story
Drown the youth with
Useless warnings
Teenage rules, they're
Fucked and boring

Ah, ah
Ah

We really need to
See this through
We never wanted
To be abused
We'll never give up
It's no use
If we're fucked up, you're to blame

Everything has
Fallen to pieces
Everything has
Fallen to pieces
Everything has
Fallen to pieces
Everything has
Fallen to...

We really need to
See this through
We never wanted
To be abused
We'll never give up
It's no use
If we're fucked up, you're to blame"
blink-182,Take Off Your Pants and Jacket,6/12/01,Online Songs,2,"Josie, you're my
Source of most frustration
Forget when I
Don't meet expectations
Everything you wished came true
In the end, we all blamed you
Even though, as they all know
You weren't the only one, two
Three, four...

Why do you still keep it around
When you know it brings me down? I'm hating everything
And I know that you dated other guys
But I got to wonder why you'd leave it out for me (Shit!)

Why am I still hanging around
When I know it brings me down? I'm hating everything
And you are getting rides home in his car
You're making out in his front yard, I'm hating everything

Please don't remind me, put your past behind me
It shines so bright, it blinds me, I wish that this would end
And I am not fine, last night, I saw you online
Your screen name used to be mine, why can't we just pretend?

And if we can have another day
I've got so much left to say, I'd tell you everything
And I'll laugh when I think about the past
When I see you after class, you're hating everything

Please don't remind me, put your past behind me
It shines so bright, it blinds me, I wish that this would end
And I am not fine, last night, I saw you online
Your screen name used to be mine, why can't we just pretend?
Please don't remind me, put your past behind me
It shines so bright, it blinds me, I wish that this would end
And I am not fine, last night, I saw you online
Your screen name used to be mine, why can't we just pretend?

And she said
Na na na na na na na na na na na na na...
""I just forgot you were there...""
Na na na na na na na na na na na na na...
""I just forgot you were there...""
Na na na na na na na na na na na na na na na na...
""I just forgot you were there...""
Na na na na na na na na na na na na na na na na...

Please don't remind me, put your past behind me
It shines so bright, it blinds me, I wish that this would end
And I am not fine, last night, I saw you online
Your screen name used to be mine, why can't we just pretend?
Please don't remind me, put your past behind me
It shines so bright, it blinds me, I wish that this would end
And I am not fine, last night, I saw you online
Your screen name used to be mine, why can't we just pretend?

And she said na na na na na..."
blink-182,Take Off Your Pants and Jacket,6/12/01,First Date,3,"In the car, I just can't wait
To pick you up on our very first date
Is it cool if I hold your hand?
Is it wrong if I think it's lame to dance?
Do you like my stupid hair?
Would you guess that I didn't know what to wear?
I'm just scared of what you think
You make me nervous, so I really can't eat

Let's go, don't wait
This night's almost over
Honest, let's make
This night last forever
Forever and ever
Let's make this last forever
Forever and ever
Let's make this last forever

When you smile, I melt inside
I'm not worthy for a minute of your time
I really wish it was only me and you
I'm jealous of everybody in the room
Please don't look at me with those eyes
Please don't hint that you're capable of lies
I dread the thought of our very first kiss
A target that I'm probably gonna miss

Let's go, don't wait
This night's almost over
Honest, let's make
This night last forever
Forever and ever
Let's make this last forever
Forever and ever
Let's make this last forever

Let's go, don't wait
This night's almost over
Honest, let's make
This night last forever
Forever and ever
Let's make this last forever
Forever and ever
Let's make this last forever
Forever and ever
Let's make this last forever
Forever and ever
Let's make this last forever"
blink-182,Take Off Your Pants and Jacket,6/12/01,"Happy Holidays, You Bastard",4,"It's Christmas Eve and I've only wrapped two fuckin' presents
Christmas Eve and I've only wrapped two fuckin' presents
And I hate, hate, hate your guts, I hate, hate, hate your guts
And I'll never talk to you again

Unless your dad will suck me off, I'll never talk to you again
Unless your mom will touch my cock, I'll never talk to you again
Ejaculate into a sock, I'll never talk to you again
I'll never talk to you again

It's Labor Day and my grandpa just ate seven fuckin' hotdogs
Labor Day and my grandpa just ate seven fuckin' hotdogs
And he shit, shit, shit his pants, he's always fuckin' shit his pants
And I'll never talk to you again

Unless your dad will suck me off, I'll never talk to you again
Unless your mom will touch my cock, I'll never talk to you again
Ejaculate into a sock, I'll never talk to you again
I'll never talk to you again"
blink-182,Take Off Your Pants and Jacket,6/12/01,Story of a Lonely Guy,5,"Push it out, fake a smile
Avert disaster just in time
I need a drink, 'cause in a while
Worthless answers from friends of mine
It's dumb to ask, cool to ignore
Girls possess me but they're never mine
I made my entrance, avoided hazards
Checked my engine, I fell behind

Duh da, duh da, duh da, duh da duh, I fell behind
Duh da, duh da, duh da, duh da duh

She makes me feel like it's raining outside
And when the storm's gone, I'm all torn up inside
I'm always nervous on days like this, like the prom
I get too scared to move, 'cause I'm a fuckin' boy

Remember when I was in
The grocery store, now's my time
Lost the words, lost the nerve
Lost the girl, left the line
I would wish upon a star
But that star, it doesn't shine
So read my book with a boring ending
A short story of a lonely guy

Duh da, duh da, duh da, duh da duh, who fell behind
Duh da, duh da, duh da, duh da duh

She makes me feel like it's raining outside
And when the storm's gone I'm all torn up inside
I'm always nervous on days like this, like the prom
I get too scared to move, 'cause I'm a fuckin' boy

Duh da, duh da, duh da, duh da duh
Duh da, duh da, duh da, duh da duh

She makes me feel like it's raining outside
And when the storm's gone I'm all torn up inside
I'm always nervous on days like this, like the prom
I get too scared to move, 'cause I'm still just a
Stupid, worthless boy..."
blink-182,Take Off Your Pants and Jacket,6/12/01,The Rock Show,6,"Hanging out behind the club on the weekend
Acting stupid, getting drunk with my best friends
I couldn't wait for the summer and the Warped Tour
I remember it's the first time that I saw her there

She's getting kicked out of school 'cause she's failing
I'm kinda nervous, 'cause I think all her friends hate me
She's the one, she'll always be there
She took my hand and I made it, I swear

Because I fell in love with the girl at the rock show
She said, ""What?"" and I told her that I didn't know
She's so cool, gonna sneak in through her window

Everything's better when she's around
I can't wait 'til her parents go out of town
I fell in love with the girl at the rock show

When we said we were gonna move to Vegas
I remember the look her mother gave us
Seventeen without a purpose or direction
We don't owe anyone a fuckin' explanation

I fell in love with the girl at the rock show
She said, ""What?"" and I told her that I didn't know
She's so cool, gonna sneak in through her window

Everything's better when she's around
I can't wait 'til her parents go out of town
I fell in love with the girl at the rock show

Black and white picture of her on my wall
I waited for her call, she always kept me waiting
And if I ever got another chance, I'd still ask her to dance
Because she kept me waiting

I fell in love with the girl at the rock show
She said, ""What?"" and I told her that I didn't know
She's so cool, gonna sneak in through her window

Everything's better when she's around
I can't wait 'til her parents go out of town
I fell in love with the girl at the rock show
With the girl at the rock show
With the girl at the rock show

(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show
(I'll never forget tonight) With the girl at the rock show"
blink-182,Take Off Your Pants and Jacket,6/12/01,Stay Together for the Kids,7,"It's hard to wake up
When the shades have been pulled shut
This house is haunted, it's so pathetic
It makes no sense at all
I'm ripe with things to say
The words rot and fall away
What stupid poem could fix this home?
I'd read it every day

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost?

It's not right...

Their anger hurts my ears
Been running strong for seven years
Rather than fix the problems
They never solve them, it makes no sense at all
I see them everyday
We get along, so why can't they?
If this is what he wants, and it's what she wants
Then why's there so much pain?

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost?

It's not right...

So here's your holiday
Hope you enjoy it this time, you gave it all away
It was mine, so when you're dead and gone
Will you remember this night, twenty years now lost?

It's not right...
It's not right...
It's not right...
It's not right..."
blink-182,Take Off Your Pants and Jacket,6/12/01,Roller Coaster,8,"Breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time

Leave me standing here, act like I'm not around
The coast will probably never clear, can I please go home now?

I had that dream about you again
Where I wait outside until you let me in
And there I stayed

Lay beside me and listen at the wall
We'll keep on lying until the summer comes

I had that dream about you again
Where you drive my car right off a fucking cliff

And now I'm breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time

Make me promise that I will never tell
All I remember is the way her bedroom smelled

I had that dream about you again
Where I wait outside until you let me in

And now I'm breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time, goodnight
Goodnight"
blink-182,Take Off Your Pants and Jacket,6/12/01,Reckless Abandon,9,"On and on, reckless abandon
Something's wrong, this is gonna shock them
Nothing to hold on to
We'll use this song to lead you on...

I learned a lot today, not sure if I'll get laid and
Not sure if I'll fail or pass, kissed every girl in class
Everybody would waste it all to have a summer that they could call
A memory that's full of fun, fucked up when it's all done

On and on, reckless abandon
Something's wrong, this is gonna shock them
Nothing to hold on to
We'll use this song to lead you on

And break the truth with more bad news
We left a scar, size extra-large

Sip a drink of the alcohol, end up kneeling in bathroom stalls
Eyes are red and my movement's slow, too high, got vertigo
He took a shit in the bathroom tub and fed the dog brownie drugs
Tried hard to not get caught, he fucked a chick in the parking lot

On and on, reckless abandon
Something's wrong, this is gonna shock them
Nothing to hold on to
We'll use this song to lead you on

And break the truth with more bad news
We left a scar, size extra-large

Break a window and bust a wall, making fun of your friend's mom
Turn the music up way too loud, charge the pizza to the house
Everybody would waste it all to have a summer that they could call
A memory that's full of fun, fucked up when it's all done

On and on, reckless abandon
Something's wrong, this is gonna shock them
Nothing to hold on to
We'll use this song to lead you on

And break the truth with more bad news
We left a scar, size extra-large..."
blink-182,Take Off Your Pants and Jacket,6/12/01,Every Time I Look for You,10,"Never found out why you left him, but this answer begs a question
Too blind to see tomorrow, too broke to beg or borrow
Young and stupid (left wide open)
Hearts are wasted (lives are broken)

One more point of contention, I need some intervention
Approached with vague intentions, betray my short attention
Span the distance (bridge the border)
Beg forgiveness ('round the corner)

Every time I look for you, the sun goes down
And I stumble when this whole thing runs aground
I left another message, you are never around
But every time I look for you, the sun goes down once more

Will the last one out, please shut the door

More time apart will give you a few more months to argue
Is this too much to live through, it always seems too far to
Drive the point home (send more letters)
Pray tomorrow (ends up better)

Every time I look for you, the sun goes down
And I stumble when this whole thing runs aground
I left another message, you are never around
But every time I look for you, the sun goes down once more

Will the last one out, please shut the door

I never did do anything that she asked
I never let what happened stay in the past
I never did quite understand what she meant
In spite of everything, in spite of everything

Every time I look for you, the sun goes down
And I stumble when this whole thing runs aground
I left another message, you are never around
But every time I look for you, the sun goes down

And I stumble when this whole thing runs aground
I left another message, you are never around
But every time I look for you, the sun goes down..."
blink-182,Take Off Your Pants and Jacket,6/12/01,Give Me One Good Reason,11,"Mom and Dad, they quite don't understand it
All the kids, they laugh as if they planned it
Why do girls wanna pierce their nose
And walk around in torn pantyhose? Oh yeah

I like the ones who say they listen to the punk rock
I like the kids who fight against how they were brought up
They hate the trends and think it's fucked to care
It's cool when they piss people off with what they wear, oh yeah

So give me one good reason
Why we need to be like them
Kids will have fun and offend
They don't want to, and don't fit in

Hate the jocks and preps, the hippie fucking scumbags
Heavy metalers with their awful pussy hairbands
Counting seconds until we can get away
Ditching school almost every single day, oh yeah

So give me one good reason
Why we need to be like them
Kids will have fun and offend
They don't want to, and don't fit in

Give me one good reason
Why we need to be like them
Kids will have fun and offend
They don't want to, and don't fit in"
blink-182,Take Off Your Pants and Jacket,6/12/01,Shut Up,12,"""Shut the fuck up"", she said, ""I'm going fucking deaf
You're always too loud, everything's too loud
Now that all my friends left, this place is fucking dead
I wanna move out, when can we move out?""

This shit has gotta stop
I'll run away...

""Get the fuck up"", she said, ""your life is meaningless
It's going nowhere, you're going nowhere
You're just a fuck up"", she said, ""I'll live alone instead""
She said, ""you don't care"", I know, I don't care

I'll never ask permission from you
Fuck off, I'm not listening to you
I'm not coming home
I'm never going to come back home

I got too fucked up again and passed out on the plane
Tried to forget you, I can't forget you
Now sleep on this flight, I'll think about the nights
We had to get through, I didn't get you

I'll never ask permission from you
Fuck off, I'm not listening to you
I'm not coming home
I'm never going to come back home

I'll run away...

I think it's time that I should leave
I think it's time that I should leave
I think it's time that I should leave
I think it's time that I should leave

I'll never ask permission from you
Fuck off, I'm not listening to you
I'm not coming home
I'm never going to come back home

(I'll run away) I think it's time for me to leave
(I'll run away) I think it's time for me to leave
(I'll run away) I think it's time for me to leave
(I'll run away) I think it's time for me to leave"
blink-182,Take Off Your Pants and Jacket,6/12/01,Please Take Me Home,13,"Oh no, it happened again
She's cool, she's hot, she's my friend
I'd drive for hours, it's so
You leave me nowhere to go

She's unstoppable, unpredictable
I'm so jaded, calculated wrong

Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had

I hope, hope that it lasts
Give in, forget the past
Be strong when things fall apart
Honest, this breaks my heart

She's unstoppable, unpredictable
I'm so jaded, calculated wrong

Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had

Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had

Why did we have to go date?
It's too easy to complicate
Be strong when things fall apart (Be strong when things fall apart)
Honest, this breaks my heart (It's so hard)
Let's go!

Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had

Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had"
blink-182,Take Off Your Pants and Jacket,6/12/01,Time to Break Up,14,"I guess it's only the men who get fucked now and again
We take our chicks to the mall, we wait in parking stalls, and
When we come home too late, she's pissed that she had to wait
And my excuse not to call, it never worked at all

Time to wake up, where's your daughter?
Hurts to break up, she was stronger
All my friends say, ""Please don't love her""
What did I gain? Now I miss her so

I used to hate the lipstick, it stained and tasted so sick
The pantyhose and the bras, she threw on my guitars
Shit, fuck! I made a mistake, I thought I needed a break
The truth is I'm such a dick, it's broke and can't be fixed

Time to wake up, where's your daughter?
Hurts to break up, she was stronger
All my friends say, ""Please don't love her""
What did I gain? Now I miss her so

If you want to call it a heartache
Then I shouldn't regret those things, I miss her
If you want the pain to go away
Better suck up your pride and admit you lost her
Let her go, move on, let her go, move on, let her go

Time to wake up, where's your daughter?
Hurts to break up, she was stronger
All my friends say, ""Please don't love her""
What did I gain? Now I miss her so

Move on, let her go, move on
Let her go, move on, let her go, move on, let her go"
blink-182,Take Off Your Pants and Jacket,6/12/01,Mother's Day,15,"One, two, three, four

Fucking and sucking and touching
Fucking and sucking and touching
Fucking and sucking and touching

It's mother's day
It's mother's day
It's mother's day
It's mother's day

I'll be fucking and sucking and touching
Fucking and sucking and touching
Fucking and sucking and touching

It's mother's day
It's mother's day
It's mother's day
It's mother's day"
blink-182,Take Off Your Pants and Jacket,6/12/01,What Went Wrong,16,"I'm sick of always hearing
All those sad songs on the radio
All day it is there to remind an over-sensitive guy
That he's lost and alone, yeah
I hate our favorite restaurant
Our favorite movie, our favorite show
We would stay up all through the night
We would laugh and get high, and never answer the phone

I can't forgive, can't forget
Can't give in, what went wrong?
'Cause you said this was right
You fucked up my life

I'm sick of always hearing
Sappy love songs on the radio
This place, it's fucking cursed, and it's plagued
And I can never escape when my heart, it explodes

I can't forgive, can't forget
Can't give in, what went wrong?
'Cause you said this was right
You fucked up my life

I'm kicking out fiercely at the world around me, what went wrong
I'm kicking out fiercely at the world around me, what went wrong
I'm kicking out fiercely at the world around me, what went wrong
I'm kicking out fiercely at the world around me, what went wrong
I'm kicking..."
blink-182,Take Off Your Pants and Jacket,6/12/01,Fuck a Dog,17,"I wanna fuck a dog in the ass, he wants to
Fuck a dog in the ass, I wanna fuck a dog, that's right kids
I tried to fuck your mom in the ass, tried to fuck your dad in the ass
Could only find the dog and his ass

We wanna fuck a dog in the ass, we wanna
Fuck a dog in the ass, we wanna fuck a dog

I tried to fuck a fucking pirate in the ass, arr, me and me
First mate, ya scurvy cur! Tried to fuck a fucking pirate
But I found the dog, arr, that was no pirate, man
That was thy own sister! (It's a Mexican pirate)

We wanna fuck a dog in the ass, we wanna
Fuck a dog in the ass, wanna fuck a fucking dog

Fuck you!"
blink-182,Take Off Your Pants and Jacket,6/12/01,Don't Tell Me It's Over,18,"I hear the phone, it rings so violently
Can't leave my room, can't breathe since she left me
I will admit, I hate those things I said
Girls will always cry, guys will never admit they did

Hold on, hold on
Hold on, hold on

Don't tell me that it's over
I'm not used to this temptation
And when you come back running
There's no use for explanation
I think things are too hopeful
Even with my expert knowledge
Most girls most do mean trouble
Because they are rarely honest

What's with the jokes, all the routines they play?
Screw with my head, never cave 'til they get their way
Guys like to run, chicks love to yell, you see
Guys hate to fight, girls think it's therapy

Hold on, hold on
Hold on, hold on

Don't tell me that it's over
I'm not used to this temptation
And when you come back running
There's no use for explanation
I think things are too hopeful
Even with my expert knowledge
Most girls most do mean trouble
Because they are rarely honest

Hold on, hold on
Hold on, hold on

Don't tell me that it's over
I'm not used to this temptation
And when you come back running
There's no use for explanation
I think things are too hopeful
Even with my expert knowledge
Most girls most do mean trouble
Because they are rarely honest
Don't tell me that it's over
I'm not used to this temptation
And when you come back running
There's no use for explanation
I think things are too hopeful
Even with my expert knowledge
Most girls most do mean trouble
Because they are rarely honest

Don't tell me that it's over
I'm not used to this temptation..."
blink-182,Take Off Your Pants and Jacket,6/12/01,When You Fucked Grandpa,19,"Uno, dos, tres, cuatro

When you fucked grandpa
Did he tell you that he loved you?
Did he hold you 'til the sun did rise?
And did he look into your eyes
And ask you to fellate him
And stick a finger or two in his ass?

He seems like a total asshole
Grandpa is a total fucking asshole
Who would ever want a dirty, greasy finger in his ass?
He rubs his dick in broken glass

When you fucked grandpa
Did he kiss you soft and tender?
Did he tie your hands behind your head
And was it on your mother's bed?

He seems like a total asshole
Grandpa is a total fucking asshole
Who would ever want a dirty, greasy finger in his ass?
He rubs his dick in broken glass

This is fucking stupid, man, I can't believe you'd have sex with your own grandfather, I mean, you guys are related, what's he gonna do? Take out his false teeth and just leave them on the side of your bed? Man, you like to fuck him in the butt and have everyone come in and watch and masturbate and cum all over the place? This is stupid, I hate you all, I'm not even gonna have sex with my mom tonight, man, this is stupid! I hate you!"
